"Total Time (s)","Cycle Elapsed Time (s)","Total Cycles","Elapsed Cycles","Step","Total Cycle Count(ElectroPuls (0,1) Waveform)","Position(ElectroPuls (0,1):Position) (mm)","Load(ElectroPuls (0,1):Load) (N)","Displacement(ElectroPuls (0,1):Digital Position) (mm)",
1344,1100,1,1,2,1,-5.00071618213521,3.48562677390873,-1.09305032954629,
1348,1104,1,1,2,1,-5.00050965204588,3.48029076121747,-1.09305032954629,
1352,1108,1,1,2,1,-5.0004394675783,3.48489568568766,-1.09305032954629,
1356,1112,1,1,2,1,-5.00048461809566,3.47915594466031,-1.09305032954629,
1360,1116,1,1,2,1,-5.00069740667254,3.48055339418352,-1.09305032954629,
1364,1120,1,1,2,1,-5.00051054611553,3.48447123542428,-1.09305032954629,
1368,1124,1,1,2,1,-5.00055167331947,3.4786001779139,-1.09425765885296,
1372,1128,1,1,2,1,-5.00079038991622,3.47961788065732,-1.09316041187222,
1376,1132,1,1,2,1,-5.00049847617525,3.48026747815311,-1.09425765885296,
1380,1136,1,1,2,1,-5.00100898994584,3.47302621230483,-1.0941094668081,
1384,1140,1,1,2,1,-5.00063973918007,3.481175750494,-1.0942583294052,
1388,1144,1,1,2,1,-5.00057581320004,3.47785535268486,-1.0941488058728,
1392,1148,1,1,2,1,-5.0003549779963,3.47902858629823,-1.09425765885296,
1396,1152,1,1,2,1,-5.00051501646379,3.47918481566012,-1.09425765885296,
1400,1156,1,1,2,1,-5.00061336412537,3.47510608844459,-1.09425765885296,
1404,1160,1,1,2,1,-5.00064420952832,3.48062627017498,-1.09425765885296,
1408,1164,1,1,2,1,-5.00080245985651,3.47327045165002,-1.09425765885296,
1412,1168,1,1,2,1,-5.00065806760791,3.47662554122508,-1.09425765885296,
1416,1172,1,1,2,1,-5.0003567661356,3.47706768661737,-1.09425765885296,
1420,1176,1,1,2,1,-5.00039744630471,3.471884643659,-1.09425765885296,
1424,1180,1,1,2,1,-5.00065806760791,3.4748800098896,-1.09425765885296,
1428,1184,1,1,2,1,-5.00077206148838,3.4728585742414,-1.09425765885296,
1432,1188,1,1,2,1,-5.00049713507077,3.47065855748951,-1.09425765885296,
1436,1192,1,1,2,1,-5.00049713507077,3.47441434860229,-1.09425765885296,
1440,1196,1,1,2,1,-5.00056195512045,3.47024202346802,-1.09425765885296,
1444,1200,1,1,2,1,-5.00081944717987,3.4744159784168,-1.09425765885296,
1448,1204,1,1,2,1,-5.00061828150845,3.46878683194518,-1.09425765885296,
1452,1208,1,1,2,1,-5.00045421972753,3.46851372160017,-1.09425765885296,
1456,1212,1,1,2,1,-5.00067505493127,3.47367930226028,-1.09426157040769,
1460,1216,1,1,2,1,-5.00043410316039,3.47051187418401,-1.09426157040769,
1464,1220,1,1,2,1,-5.00040459886192,3.47047834657133,-1.09426157040769,
1468,1224,1,1,2,1,-5.00066209092134,3.46723082475364,-1.09426157040769,
1472,1228,1,1,2,1,-5.00054720297121,3.47031513229012,-1.09426157040769,
1476,1232,1,1,2,1,-5.00064420952832,3.47359757870436,-1.09426157040769,
1480,1236,1,1,2,1,-5.00043589129969,3.4683404956013,-1.09426157040769,
1484,1240,1,1,2,1,-5.00068488969743,3.4693127963692,-1.09426157040769,
1488,1244,1,1,2,1,-5.00059190645375,3.46856541000307,-1.09426157040769,
1492,1248,1,1,2,1,-5.00043186798626,3.4666508436203,-1.09426157040769,
1496,1252,1,1,2,1,-5.0006209637174,3.4716019872576,-1.09426157040769,
1500,1256,1,1,2,1,-5.00040191665296,3.46483755856752,-1.09426157040769,
1504,1260,1,1,2,1,-5.00059816494131,3.47162364050746,-1.09426157040769,
1508,1264,1,1,2,1,-5.00057089581696,3.46736609935761,-1.09426157040769,
1512,1268,1,1,2,1,-5.00057089581696,3.46707575954497,-1.09426157040769,
1516,1272,1,1,2,1,-5.00057089581696,3.46589577384293,-1.09426157040769,
1520,1276,1,1,2,1,-5.00038448229477,3.46571858972311,-1.09426157040769,
1524,1280,1,1,2,1,-5.00073451056305,3.46733839251101,-1.09426157040769,
1528,1284,1,1,2,1,-5.00065225615518,3.4632571041584,-1.09426157040769,
1532,1288,1,1,2,1,-5.00057491913039,3.46674234606326,-1.09426157040769,
1536,1292,1,1,2,1,-5.00041264548877,3.46489320509136,-1.09426157040769,
1540,1296,1,1,2,1,-5.00038761153855,3.46332904882729,-1.09426157040769,
1544,1300,1,1,2,1,-5.00030893340928,3.46496584825218,-1.09426157040769,
1548,1304,1,1,2,1,-5.00060710563781,3.46102681942284,-1.09426157040769,
1552,1308,1,1,2,1,-5.00044438496137,3.4657025244087,-1.09426157040769,
1556,1312,1,1,2,1,-5.00053245082197,3.46349319443107,-1.09426157040769,
1560,1316,1,1,2,1,-5.00054317965778,3.46267013810575,-1.09426157040769,
1564,1320,1,1,2,1,-5.00083643450324,3.46385966986418,-1.09426157040769,
1568,1324,1,1,2,1,-5.00069383039394,3.46121354959905,-1.09426157040769,
1572,1328,1,1,2,1,-5.00044349089172,3.46394488587976,-1.09426157040769,
1576,1332,1,1,2,1,-5.00039610520023,3.45912924967706,-1.09426157040769,
1580,1336,1,1,2,1,-5.00061068191642,3.46126081421971,-1.09426157040769,
1584,1340,1,1,2,1,-5.0004694189116,3.46142379567027,-1.09426157040769,
1588,1344,1,1,2,1,-5.00075462713019,3.45748895779252,-1.09426157040769,
1592,1348,1,1,2,1,-5.00058296575724,3.46178701147437,-1.09426157040769,
1596,1352,1,1,2,1,-5.00065627946861,3.4559762571007,-1.09426157040769,
1600,1356,1,1,2,1,-5.00052976861302,3.45873483456671,-1.09426157040769,
1604,1360,1,1,2,1,-5.00043544426487,3.4593150485307,-1.09426157040769,
1608,1364,1,1,2,1,-5.00045511379718,3.45655693672597,-1.09426157040769,
1612,1368,1,1,2,1,-5.00061604633432,3.46038863062859,-1.09426157040769,
1616,1372,1,1,2,1,-5.00062632813531,3.45780421048403,-1.09426157040769,
1620,1376,1,1,2,1,-5.00074389829438,3.45379346981645,-1.09426157040769,
1624,1380,1,1,2,1,-5.00055703773737,3.4612319432199,-1.09426157040769,
1628,1384,1,1,2,1,-5.00065002098105,3.45593341626227,-1.09426157040769,
1632,1388,1,1,2,1,-5.00039342299128,3.45487077720463,-1.09426157040769,
1636,1392,1,1,2,1,-5.00075552119984,3.45559511333704,-1.09426157040769,
1640,1396,1,1,2,1,-5.00081184758784,3.45159810967743,-1.09426157040769,
1644,1400,1,1,2,1,-5.00052663936925,3.46093741245568,-1.09426157040769,
1648,1404,1,1,2,1,-5.00048819437426,3.45545285381377,-1.09426157040769,
1652,1408,1,1,2,1,-5.00030446306103,3.45732574351132,-1.09426157040769,
1656,1412,1,1,2,1,-5.00072825207549,3.45960631966591,-1.09426157040769,
1660,1416,1,1,2,1,-5.00058117761794,3.45291499979794,-1.09426157040769,
1664,1420,1,1,2,1,-5.00041800990668,3.45680536702275,-1.09426157040769,
1668,1424,1,1,2,1,-5.00061247005572,3.45467356964946,-1.09426157040769,
1672,1428,1,1,2,1,-5.00061247005572,3.45168239437044,-1.09426157040769,
1676,1432,1,1,2,1,-5.00061247005572,3.45545005984604,-1.09426157040769,
1680,1436,1,1,2,1,-5.00071215882178,3.44926421530545,-1.09426157040769,
1684,1440,1,1,2,1,-5.00046226635439,3.45423095859587,-1.09426157040769,
1688,1444,1,1,2,1,-5.00059727087166,3.45011940225959,-1.09426157040769,
1692,1448,1,1,2,1,-5.00070634736905,3.44916712492704,-1.09426157040769,
1696,1452,1,1,2,1,-5.00038180008582,3.45473317429423,-1.09426157040769,
1700,1456,1,1,2,1,-5.00080782427441,3.45075596123934,-1.09426157040769,
1704,1460,1,1,2,1,-5.00058788314032,3.45458555966616,-1.09426157040769,
1708,1464,1,1,2,1,-5.00053334489163,3.4531457349658,-1.09426157040769,
1712,1468,1,1,2,1,-5.00053736820505,3.44623299315572,-1.09426157040769,
1716,1472,1,1,2,1,-5.00049847617525,3.45189776271582,-1.09426157040769,
1720,1476,1,1,2,1,-5.00056687250353,3.44629073515534,-1.09426157040769,
1724,1480,1,1,2,1,-5.00051725163791,3.45232686959207,-1.09426157040769,
1728,1484,1,1,2,1,-5.00068801894121,3.45229124650359,-1.09426157040769,
1732,1488,1,1,2,1,-5.00040057554849,3.44727467745543,-1.09426157040769,
1736,1492,1,1,2,1,-5.00075775637397,3.45330964773893,-1.09426157040769,
1740,1496,1,1,2,1,-5.00051993384686,3.4502912312746,-1.09426157040769,
1744,1500,1,1,2,1,-5.00051993384686,3.44975152984262,-1.09426157040769,
1748,1504,1,1,2,1,-5.00075596823467,3.44707630574703,-1.09426157040769,
1752,1508,1,1,2,1,-5.0004466201355,3.44631215557456,-1.09426157040769,
1756,1512,1,1,2,1,-5.00064957394623,3.44892358407378,-1.09426157040769,
1760,1516,1,1,2,1,-5.00082257642365,3.44595010392368,-1.09426157040769,
1764,1520,1,1,2,1,-5.0005892242448,3.44354868866503,-1.09426157040769,
1768,1524,1,1,2,1,-5.00077742590629,3.44922975637019,-1.09426157040769,
1772,1528,1,1,2,1,-5.00059056534928,3.4446909558028,-1.09426157040769,
1776,1532,1,1,2,1,-5.00042873874249,3.44639923423529,-1.09426157040769,
1780,1536,1,1,2,1,-5.00065046801588,3.44585068523884,-1.09426157040769,
1784,1540,1,1,2,1,-5.00083285822463,3.44152026809752,-1.09426157040769,
1788,1544,1,1,2,1,-5.0005364741354,3.44661436975002,-1.09426157040769,
1792,1548,1,1,2,1,-5.00043723240417,3.44173726625741,-1.09426157040769,
1796,1552,1,1,2,1,-5.00054228558813,3.44466581009328,-1.09426157040769,
1800,1556,1,1,2,1,-5.00070455922975,3.44613962806761,-1.09426157040769,
1804,1560,1,1,2,1,-5.00066432609546,3.44190653413534,-1.09426157040769,
1808,1564,1,1,2,1,-5.00054988518017,3.4451144747436,-1.09426157040769,
1812,1568,1,1,2,1,-5.00054988518017,3.44142015092075,-1.09426157040769,
1816,1572,1,1,2,1,-5.00057134285178,3.43901151791215,-1.09426157040769,
1820,1576,1,1,2,1,-5.0004484082748,3.44396498985589,-1.09426157040769,
1824,1580,1,1,2,1,-5.00051680460309,3.44092515297234,-1.09426157040769,
1828,1584,1,1,2,1,-5.00067416086162,3.44113283790648,-1.09426157040769,
1832,1588,1,1,2,1,-5.0006790782447,3.44344670884311,-1.09426157040769,
1836,1592,1,1,2,1,-5.00069651260289,3.43943503685296,-1.09426157040769,
1840,1596,1,1,2,1,-5.00065672650343,3.43994563445449,-1.09426157040769,
1844,1600,1,1,2,1,-5.0005910123841,3.44406929798424,-1.09426157040769,
1848,1604,1,1,2,1,-5.00060442342886,3.44146601855755,-1.09426157040769,
1852,1608,1,1,2,1,-5.0004484082748,3.43878101557493,-1.09426157040769,
1856,1612,1,1,2,1,-5.00060084715026,3.44426673837006,-1.09426157040769,
1860,1616,1,1,2,1,-5.00073585166752,3.44035681337118,-1.09426157040769,
1864,1620,1,1,2,1,-5.00068488969743,3.44188744202256,-1.09426157040769,
1868,1624,1,1,2,1,-5.00063660993629,3.44160594977438,-1.09404766424338,
1872,1628,1,1,2,1,-5.00067639603575,3.43866250477731,-1.09404766424338,
1876,1632,1,1,2,1,-5.00045913711061,3.43995378352702,-1.09404766424338,
1880,1636,1,1,2,1,-5.00071349992626,3.44482180662453,-1.09404766424338,
1884,1640,1,1,2,1,-5.00052127495134,3.43974027782679,-1.09404766424338,
1888,1644,1,1,2,1,-5.00066074981686,3.43725830316544,-1.09404766424338,
1892,1648,1,1,2,1,-5.00058162465277,3.44106298871338,-1.09404766424338,
1896,1652,1,1,2,1,-5.00048998251356,3.43607179820538,-1.09404766424338,
1900,1656,1,1,2,1,-5.00061247005572,3.43896145932376,-1.09404766424338,
1904,1660,1,1,2,1,-5.00061247005572,3.44043760560453,-1.09404766424338,
1908,1664,1,1,2,1,-5.00037956491169,3.4366212785244,-1.09404766424338,
1912,1668,1,1,2,1,-5.00052798047372,3.43832583166659,-1.09404766424338,
1916,1672,1,1,2,1,-5.00067863120988,3.44271305948496,-1.09404766424338,
1920,1676,1,1,2,1,-5.00063437476216,3.43806878663599,-1.09404766424338,
1924,1680,1,1,2,1,-5.00045600786683,3.43672512099147,-1.09404766424338,
1928,1684,1,1,2,1,-5.00069517149841,3.43810906633735,-1.09404766424338,
1932,1688,1,1,2,1,-5.00074702753816,3.43718589283526,-1.09404766424338,
1936,1692,1,1,2,1,-5.00048461809566,3.4321506973356,-1.09404766424338,
1940,1696,1,1,2,1,-5.00072422876206,3.43860406428576,-1.09404766424338,
1944,1700,1,1,2,1,-5.00053021564785,3.43735818751156,-1.09404766424338,
1948,1704,1,1,2,1,-5.00072288765759,3.43143916688859,-1.09404766424338,
1952,1708,1,1,2,1,-5.00048372402601,3.43387597240508,-1.09404766424338,
1956,1712,1,1,2,1,-5.00060531749851,3.43653559684753,-1.09405034645234,
1960,1716,1,1,2,1,-5.00061694040397,3.43325943686068,-1.09405034645234,
1964,1720,1,1,2,1,-5.00066164388651,3.43255186453462,-1.09405034645234,
1968,1724,1,1,2,1,-5.00031921521027,3.43564851209521,-1.09404766424338,
1972,1728,1,1,2,1,-5.00075418009537,3.43140540644526,-1.09404766424338,
1976,1732,1,1,2,1,-5.00078234328936,3.43283847905695,-1.09404766424338,
1980,1736,1,1,2,1,-5.00060084715026,3.43323848210275,-1.09404766424338,
1984,1740,1,1,2,1,-5.00052529826477,3.43775423243642,-1.09404766424338,
1988,1744,1,1,2,1,-5.00072780504067,3.43429949134588,-1.09404766424338,
1992,1748,1,1,2,1,-5.00077966108041,3.43242776580155,-1.09404766424338,
1996,1752,1,1,2,1,-5.00056866064283,3.43757309019566,-1.09405101700458,
2000,1756,1,1,2,1,-5.00060755267264,3.43602662906051,-1.09405358745483,
2004,1760,1,1,2,1,-5.00060755267264,3.43320658430457,-1.09405358745483,
2008,1764,1,1,2,1,-5.0006173874388,3.43320774845779,-1.09405358745483,
2012,1768,1,1,2,1,-5.00067237272232,3.43351229093969,-1.09405358745483,
2016,1772,1,1,2,1,-5.00055256738912,3.43233253806829,-1.09404766424338,
2020,1776,1,1,2,1,-5.00041085734947,3.43261286616325,-1.09404766424338,
2024,1780,1,1,2,1,-5.00069472446359,3.43060516752303,-1.09405101700458,
2028,1784,1,1,2,1,-5.00042292728976,3.43092158436775,-1.09405101700458,
2032,1788,1,1,2,1,-5.000737192772,3.4344494342804,-1.09404766424338,
2036,1792,1,1,2,1,-5.00043857350864,3.42888198792934,-1.09404766424338,
2040,1796,1,1,2,1,-5.00064108028454,3.43104498460889,-1.09415707601708,
2044,1800,1,1,2,1,-5.00057044878213,3.43231554143131,-1.09404766424338,
2048,1804,1,1,2,1,-5.00038627043407,3.42936418019235,-1.09404766424338,
2052,1808,1,1,2,1,-5.00040057554849,3.42981750145555,-1.09404766424338,
2056,1812,1,1,2,1,-5.00046271338922,3.43000283464789,-1.09405358745483,
2060,1816,1,1,2,1,-5.00039968147884,3.42989969067276,-1.09416378153947,
2064,1820,1,1,2,1,-5.00053155675232,3.42775345779955,-1.09415707601708,
2068,1824,1,1,2,1,-5.00039521113058,3.42857255600393,-1.09405157579811,
2072,1828,1,1,2,1,-5.00040236368779,3.43074160628021,-1.09404766424338,
2076,1832,1,1,2,1,-5.00050071134937,3.43243079259992,-1.09415975822604,
2080,1836,1,1,2,1,-5.00069964184667,3.43038677237928,-1.09405492855931,
2084,1840,1,1,2,1,-5.00075730933914,3.42873786576092,-1.09416076405439,
2088,1844,1,1,2,1,-5.00032145038439,3.43052577227354,-1.09405157579811,
2092,1848,1,1,2,1,-5.00056866064283,3.43221146613359,-1.09404766424338,
2096,1852,1,1,2,1,-5.00064420952832,3.42879327945411,-1.09416109933051,
2100,1856,1,1,2,1,-5.00042784467284,3.42534808441997,-1.09405157579811,
2104,1860,1,1,2,1,-5.00077161445356,3.42654809355736,-1.09476940197017,
2108,1864,1,1,2,1,-5.00038805857338,3.43236234039068,-1.09404766424338,
2112,1868,1,1,2,1,-5.00044974937928,3.42659070156515,-1.09415774656932,
2116,1872,1,1,2,1,-5.00056776657318,3.42455273494124,-1.09415975822604,
2120,1876,1,1,2,1,-5.00071439399591,3.42871807515621,-1.09416042877827,
2124,1880,1,1,2,1,-5.00028926387697,3.4281222615391,-1.09415975822604,
2128,1884,1,1,2,1,-5.00072109951829,3.42710944823921,-1.09415841712156,
2132,1888,1,1,2,1,-5.00038403525995,3.42625519260764,-1.09404766424338,
2136,1892,1,1,2,1,-5.00045198455341,3.42687661759555,-1.09415729953449,
2140,1896,1,1,2,1,-5.0004448319962,3.42314131557941,-1.09416042877827,
2144,1900,1,1,2,1,-5.00081587090127,3.42438416555524,-1.0950299115151,
2148,1904,1,1,2,1,-5.00064599766762,3.42425191774964,-1.09519799660972,
2152,1908,1,1,2,1,-5.00064018621489,3.42878582887352,-1.09415707601708,
2156,1912,1,1,2,1,-5.0005664254687,3.42489127069712,-1.09405034645234,
2160,1916,1,1,2,1,-5.00042248025493,3.42205259948969,-1.09415975822604,
2164,1920,1,1,2,1,-5.00042963281214,3.426673123613,-1.09415975822604,
2168,1924,1,1,2,1,-5.00058475389655,3.4270768519491,-1.09525890510478,
2172,1928,1,1,2,1,-5.00076043858292,3.42499767430127,-1.09524996440826,
2176,1932,1,1,2,1,-5.00028479352871,3.42350662685931,-1.09415774656932,
2180,1936,1,1,2,1,-5.00060397639404,3.42679279856384,-1.09415975822604,
2184,1940,1,1,2,1,-5.00062722220496,3.42529895715415,-1.09415595843001,
2188,1944,1,1,2,1,-5.0004729951902,3.42298042960465,-1.09405034645234,
2192,1948,1,1,2,1,-5.00066656126959,3.42628685757518,-1.09515049915945,
2196,1952,1,1,2,1,-5.00048506513048,3.4250789321959,-1.09404766424338,
2200,1956,1,1,2,1,-5.00057938947864,3.42187378555536,-1.09525890510478,
2204,1960,1,1,2,1,-5.0007635678267,3.42068402096629,-1.09525890510478,
2208,1964,1,1,2,1,-5.00033620253363,3.42506822198629,-1.09416109933051,
2212,1968,1,1,2,1,-5.00046807780712,3.42630851082504,-1.09525890510478,
2216,1972,1,1,2,1,-5.0007318283541,3.42132383957505,-1.09525890510478,
2220,1976,1,1,2,1,-5.00036302462315,3.41957365162671,-1.09517799180125,
2224,1980,1,1,2,1,-5.00064063324972,3.42667824588716,-1.09525141727144,
2228,1984,1,1,2,1,-5.00059145941893,3.42250242829323,-1.09404766424338,
2232,1988,1,1,2,1,-5.00068936004569,3.41724068857729,-1.09525890510478,
2236,1992,1,1,2,1,-5.00031116858341,3.42079717665911,-1.09517620366195,
2240,1996,1,1,2,1,-5.00067237272232,3.42483399435878,-1.09525555234359,
2244,2000,1,1,2,1,-5.00065136208553,3.42580815777183,-1.09515217554004,
2248,2004,1,1,2,1,-5.0005646373294,3.419951768592,-1.09525622289582,
2252,2008,1,1,2,1,-5.00051903977721,3.42360534705222,-1.09524739395801,
2256,2012,1,1,2,1,-5.00073987498095,3.42357205227017,-1.09520850192814,
2260,2016,1,1,2,1,-5.00041711583703,3.4219860099256,-1.09525555234359,
2264,2020,1,1,2,1,-5.00044036164795,3.42114409431815,-1.09525890510478,
2268,2024,1,1,2,1,-5.00051591053344,3.4250458702445,-1.09525890510478,
2272,2028,1,1,2,1,-5.00060710563781,3.42480163089931,-1.0952575640003,
2276,2032,1,1,2,1,-5.00049355879217,3.41720134019852,-1.09525890510478,
2280,2036,1,1,2,1,-5.00075060381676,3.42058157548308,-1.09525890510478,
2284,2040,1,1,2,1,-5.0004712070509,3.42276878654957,-1.09525890510478,
2288,2044,1,1,2,1,-5.0005874361055,3.41831287369132,-1.09525890510478,
2292,2048,1,1,2,1,-5.00075865044362,3.41872335411608,-1.09525890510478,
2296,2052,1,1,2,1,-5.00043365612556,3.41978552751243,-1.09525890510478,
2300,2056,1,1,2,1,-5.00064689173727,3.42136435210705,-1.09525890510478,
2304,2060,1,1,2,1,-5.00063973918007,3.42114316299558,-1.09525890510478,
2308,2064,1,1,2,1,-5.00070634736905,3.41690517961979,-1.09525890510478,
2312,2068,1,1,2,1,-5.00033888474258,3.41707933694124,-1.09525890510478,
2316,2072,1,1,2,1,-5.00054630890156,3.41954431496561,-1.09525890510478,
2320,2076,1,1,2,1,-5.00048282995636,3.42029123567045,-1.09525890510478,
2324,2080,1,1,2,1,-5.00050071134937,3.41635663062334,-1.09525890510478,
2328,2084,1,1,2,1,-5.00063929214524,3.41602554544806,-1.09525890510478,
2332,2088,1,1,2,1,-5.0005574847722,3.41983512043953,-1.09525890510478,
2336,2092,1,1,2,1,-5.00037509456344,3.41821950860322,-1.09525890510478,
2340,2096,1,1,2,1,-5.0007671441053,3.41499852947891,-1.09525890510478,
2344,2100,1,1,2,1,-5.00066164388651,3.41872125864029,-1.09525890510478,
2348,2104,1,1,2,1,-5.00055435552842,3.42104467563331,-1.09525890510478,
2352,2108,1,1,2,1,-5.0004765714688,3.41529259458184,-1.09525890510478,
2356,2112,1,1,2,1,-5.00037420049379,3.41515289619565,-1.09525890510478,
2360,2116,1,1,2,1,-5.00038090601617,3.42154339887202,-1.09525890510478,
2364,2120,1,1,2,1,-5.00044617310068,3.41888307593763,-1.09525890510478,
2368,2124,1,1,2,1,-5.00064018621489,3.41567350551486,-1.09525890510478,
2372,2128,1,1,2,1,-5.00037196531966,3.41724045574665,-1.09525890510478,
2376,2132,1,1,2,1,-5.00072467579689,3.41938994824886,-1.09525890510478,
2380,2136,1,1,2,1,-5.00045779600614,3.41737898997962,-1.09525890510478,
2384,2140,1,1,2,1,-5.00056866064283,3.41394334100187,-1.09525890510478,
2388,2144,1,1,2,1,-5.0004501964141,3.41907772235572,-1.09525890510478,
2392,2148,1,1,2,1,-5.00068533673226,3.41596268117428,-1.09525890510478,
2396,2152,1,1,2,1,-5.00071528806556,3.41323879547417,-1.09525890510478,
2400,2156,1,1,2,1,-5.00054765000604,3.41350492089987,-1.09525890510478,
2404,2160,1,1,2,1,-5.00043365612556,3.4167543053627,-1.09525890510478,
2408,2164,1,1,2,1,-5.00042650356836,3.41390492394567,-1.09525890510478,
2412,2168,1,1,2,1,-5.00037375345896,3.41099640354514,-1.09525890510478,
2416,2172,1,1,2,1,-5.00043186798626,3.41555755585432,-1.09525890510478,
2420,2176,1,1,2,1,-5.00074658050333,3.41473589651287,-1.09525890510478,
2424,2180,1,1,2,1,-5.00040996327982,3.41337569989264,-1.09525890510478,
2428,2184,1,1,2,1,-5.00042516246388,3.41370911337435,-1.09525890510478,
2432,2188,1,1,2,1,-5.00058162465277,3.41749796643853,-1.09525890510478,
2436,2192,1,1,2,1,-5.00059548273235,3.41335870325565,-1.09525890510478,
2440,2196,1,1,2,1,-5.00047388925985,3.41053400188684,-1.09525890510478,
2444,2200,1,1,2,1,-5.00053066268267,3.41318291611969,-1.09525890510478,
2448,2204,1,1,2,1,-5.00054630890156,3.41315404511988,-1.09525890510478,
2452,2208,1,1,2,1,-5.00071439399591,3.41192632913589,-1.09525890510478,
2456,2212,1,1,2,1,-5.00046137228474,3.41410818509758,-1.09525890510478,
2460,2216,1,1,2,1,-5.00057223692143,3.41450818814337,-1.09525890510478,
2464,2220,1,1,2,1,-5.0005065228021,3.41258244588971,-1.09525890510478,
2468,2224,1,1,2,1,-5.00039878740919,3.41227557510138,-1.09525890510478,
2472,2228,1,1,2,1,-5.00052082791651,3.41339060105383,-1.09525890510478,
2476,2232,1,1,2,1,-5.00064465656315,3.4125242382288,-1.09525890510478,
2480,2236,1,1,2,1,-5.00051591053344,3.40835261158645,-1.09525890510478,
2484,2240,1,1,2,1,-5.00043276205591,3.40738520026207,-1.09525890510478,
2488,2244,1,1,2,1,-5.00064152731937,3.41228558681905,-1.09525890510478,
2492,2248,1,1,2,1,-5.00060040011543,3.41085670515895,-1.09525890510478,
2496,2252,1,1,2,1,-5.00054630890156,3.40877566486597,-1.09525890510478,
2500,2256,1,1,2,1,-5.00063705697112,3.41101107187569,-1.09525890510478,
2504,2260,1,1,2,1,-5.00066030278203,3.413813887164,-1.09525890510478,
2508,2264,1,1,2,1,-5.00079307212517,3.40631138533354,-1.09525890510478,
2512,2268,1,1,2,1,-5.00068220748848,3.41061106882989,-1.09525890510478,
2516,2272,1,1,2,1,-5.00055882587667,3.41074075549841,-1.09525890510478,
2520,2276,1,1,2,1,-5.00048640623496,3.40813235379756,-1.09525890510478,
2524,2280,1,1,2,1,-5.00058251872242,3.4109060652554,-1.09525890510478,
